model,val,imagenetv2-matched-frequency-format-val,imagenetv2-threshold-0.7-format-val,imagenetv2-top-images-format-val,imagenet-vid-robust_pm0,imagenet-vid-robust_pm10,stylized_imagenet,greyscale,imagenet-a,val-on-vid-robust-classes,ytbb-robust_pm0,ytbb-robust_pm10,val-on-ytbb-robust-classes,objectnet-1.0-beta,val-on-objectnet-classes,val-on-imagenet-a-classes,imagenet-sketch,imagenet-r,val-on-imagenet-r-classes,pgd.linf.eps0.5,pgd.linf.eps2,pgd.l2.eps0.1,pgd.l2.eps0.5,brightness_in-memory,defocus_blur_in-memory,impulse_noise_on-disk,snow_on-disk,brightness_on-disk,elastic_transform_in-memory,jpeg_compression_on-disk,defocus_blur_on-disk,gaussian_blur_on-disk,gaussian_noise_in-memory,shot_noise_in-memory,fog_on-disk,frost_in-memory,zoom_blur_on-disk,fog_in-memory,jpeg_compression_in-memory,impulse_noise_in-memory,glass_blur_on-disk,speckle_noise_on-disk,elastic_transform_on-disk,pixelate_in-memory,snow_in-memory,motion_blur_on-disk,shot_noise_on-disk,gaussian_blur_in-memory,saturate_in-memory,gaussian_noise_on-disk,frost_on-disk,spatter_in-memory,contrast_in-memory,speckle_noise_in-memory,saturate_on-disk,zoom_blur_in-memory,motion_blur_in-memory,contrast_on-disk,spatter_on-disk,pixelate_on-disk,avg_corruptions,avg_pgd
resnet50_imagenet_100percent_batch64_original_images,75.9800033569336,63.22999954223633,72.58999633789062,77.62999725341797,69.702434625789,51.307484220018026,18.924001693725586,64.5040054321289,1.786666750907898,98.40972222222221,58.7192118226601,42.857142857142854,98.54545454545455,34.8925137733607,77.1520004272461,91.37999725341797,22.649295806884766,35.116668701171875,92.1500015258789,12.706000328063965,7.822000503540039,56.2760009765625,10.738000869750977,68.64880142211913,39.21640129089356,27.331600856781005,27.32360134124756,63.710801696777345,42.928002548217776,53.02040252685547,35.70920200347901,38.943602561950684,34.475601482391355,33.16120162010193,40.178401947021484,37.610001754760745,35.91120223999023,52.622802734375,55.5384033203125,31.80840163230896,26.352000617980956,37.21640186309814,42.7152021408081,42.03320121765137,29.25280170440674,35.84920234680176,30.072801494598387,44.74920234680176,63.38840255737305,31.785200977325438,33.038002014160156,50.1652027130127,45.11440258026123,41.51320171356201,57.64840240478516,42.6840015411377,41.04120292663574,35.03000178337097,47.08200225830078,44.384001922607425,41.60721228795173,21.88550066947937
dpn68,75.86800384521484,63.1099967956543,72.80999755859375,78.4000015258789,69.43192064923355,53.29125338142471,24.75800132751465,66.9320068359375,3.573333501815796,98.47916666666666,61.231527093596064,44.187192118226605,98.60606060606061,34.51982283677217,77.88800048828125,91.63999938964844,26.092082977294922,38.970001220703125,91.9000015258789,10.582000732421875,6.980000019073486,44.91999816894531,8.378000259399414,71.90440368652344,32.34800205230713,33.166801071166994,36.476802062988284,67.19040298461914,49.91360244750977,56.454402160644534,32.53480167388916,35.5260009765625,44.27320232391357,41.97320213317871,41.57160263061523,41.42080230712891,33.90120162963867,50.90240325927734,52.6012020111084,36.241201400756836,29.185201263427736,45.4900016784668,47.4416015625,52.4572021484375,42.17720260620117,38.60400123596192,39.803201866149905,38.24520149230957,68.39280319213867,42.026001930236816,40.971201705932614,54.06840362548828,45.260402584075926,47.94880294799805,63.65840301513672,40.266402053833005,42.02720203399658,37.49120144844055,50.85400276184082,56.36000366210938,45.4568843535888,17.714999794960022
resnet50_deepaugment_augmix,75.82200622558594,63.53999710083008,72.72999572753906,78.5199966430664,73.3092876465284,60.41478809738503,35.926002502441406,65.89800262451172,3.880000114440918,98.47222222222223,64.63054187192118,51.6256157635468,98.65800865800865,35.15717835151777,77.66400146484375,91.72999572753906,32.6180534362793,46.77000045776367,91.95999908447266,31.692001342773438,6.624000549316406,70.3800048828125,26.23400115966797,71.31360321044922,60.98080139160156,55.16640396118164,47.67760238647461,69.42520217895508,53.49120330810547,61.30760269165039,55.540802764892575,57.4884033203125,60.04920349121094,60.32040252685547,54.57480163574219,52.67720260620117,50.57200241088867,58.31440200805664,63.472802734375,59.98240280151367,44.39280204772949,60.9280029296875,53.24800338745117,68.42040405273437,50.08720245361328,57.5656021118164,55.75680236816406,63.281602478027345,67.71920471191406,55.386802673339844,51.21320266723633,62.019203186035156,64.55920181274413,64.34720306396484,65.79360275268554,50.42440185546875,62.896002197265624,55.93840217590332,57.74400253295899,67.31280364990235,58.28752065805287,33.73250198364258
resnet50-randomized_smoothing_noise_0.00,75.69000244140625,63.77000045776367,72.69999694824219,78.04999542236328,67.98917944093779,50.586113615870154,20.11600112915039,64.42200469970703,1.8933334350585938,98.5486111111111,60.98522167487685,44.23645320197044,98.67532467532467,34.471210975478016,77.10400390625,91.50999450683594,23.28597640991211,35.163333892822266,91.93000030517578,12.262001037597656,7.259999752044678,55.750003814697266,9.998000144958496,68.60799865722656,38.60799942016602,25.92399959564209,28.45999946594238,63.90399856567383,43.611999320983884,53.26000061035156,35.495998764038085,39.1879997253418,35.79599895477295,33.81599931716919,41.60399856567383,37.5239990234375,34.91599960327149,53.57599868774414,55.73599853515625,32.9599995136261,25.587999534606933,35.23199996948242,42.7239990234375,43.819998550415036,30.443998527526855,35.46799907684326,28.739998817443848,44.447999000549316,64.1719970703125,31.119999122619628,33.739999008178714,49.66399917602539,46.13199939727783,41.21599922180176,58.39599838256836,41.63599891662598,39.77599906921387,35.63599920272827,46.95199851989746,45.843998718261716,41.75061462720235,21.317501187324524
densenet169,75.60000610351562,63.54999923706055,72.22000122070312,77.90999603271484,70.24346257889991,53.11091073038774,24.518001556396484,65.79400634765625,3.2133333683013916,98.39583333333334,59.162561576354676,44.63054187192118,98.51082251082252,35.36782975045911,78.19200134277344,91.72999572753906,27.302560806274414,39.63333511352539,91.97999572753906,12.119999885559082,8.800000190734863,54.97999954223633,11.279999732971191,71.914404296875,40.460802459716795,31.718400764465333,36.20840148925781,68.08600234985352,45.19920196533203,55.942002868652345,37.85440216064453,40.71160125732422,42.311202430725096,40.80640144348145,51.52840309143066,44.1056022644043,36.061601638793945,60.361602783203125,56.67240219116211,36.98880195617676,27.92480125427246,43.21560173034668,44.99240226745606,49.797602844238284,42.79960250854492,36.440802001953124,36.391201210021975,42.941602325439455,68.7868034362793,38.1500020980835,41.312802124023435,53.335201263427734,61.041603088378906,46.8692024230957,64.58920364379883,41.62840232849121,41.12800235748291,48.787603569030765,50.92840347290039,51.73840255737305,46.66775625179975,21.794999837875366
resnet50-vtab,75.54199981689453,63.5099983215332,72.33999633789062,77.30999755859375,68.98106402164112,52.29936880072137,21.59400177001953,64.44600677490234,1.6266666650772095,98.47222222222223,58.76847290640394,43.5960591133005,98.6926406926407,32.34309171437831,77.71200561523438,91.48999786376953,25.335535049438477,,,,,,,71.20880126953125,38.3572021484375,29.035601711273195,34.620802307128905,67.30640411376953,43.722402000427245,55.45680389404297,35.32960147857666,39.128401374816896,36.776802158355714,34.65200223922729,44.946402359008786,40.73280258178711,35.27000198364258,53.10720367431641,56.28680267333984,31.608001708984375,25.979201889038087,39.733202362060545,43.94640121459961,47.983602142333986,39.81920166015625,35.7076021194458,32.381201553344724,43.59240245819092,69.41640396118164,34.24960126876831,38.64560241699219,50.44760246276856,45.915601348876955,42.36480293273926,65.26360244750977,35.12280120849609,38.88480110168457,37.84160099029541,48.6540023803711,51.14120292663574,43.607089463258404,
resnet50_with_brightness_aws,75.2820053100586,62.709999084472656,71.38999938964844,76.75999450683594,68.62037871956717,50.13525698827773,20.84800148010254,63.24800109863281,2.0399999618530273,98.45833333333334,58.3743842364532,42.5615763546798,98.7878787878788,33.57999351841849,76.56000518798828,91.05999755859375,24.79317855834961,36.643333435058594,91.37999725341797,13.500000953674316,7.728000164031982,58.540000915527344,11.346000671386719,74.63160400390625,39.23520278930664,31.25920181274414,31.624801635742188,69.47760314941407,43.285201454162596,55.26600189208985,35.7548023223877,39.41960277557373,39.03480186462402,37.15680246353149,40.1048023223877,40.27560272216797,35.013201522827146,53.109602737426755,58.46920318603516,35.22800226211548,27.154000663757323,41.31720199584961,42.70760250091553,47.768002319335935,34.389601135253905,35.6372013092041,34.01120128631592,45.21800289154053,65.7608024597168,36.27280216217041,36.73640174865723,51.01960220336914,49.943603134155275,45.59840202331543,59.12080307006836,41.6104019165039,40.7800012588501,38.13200159072876,47.67720108032226,48.98840255737305,43.90475084109183,22.77850067615509
resnet50_with_spatter_aws,75.21000671386719,62.619998931884766,72.04999542236328,77.02999877929688,68.25969341749324,50.94679891794409,19.858001708984375,62.9900016784668,2.2133333683013916,98.50694444444444,58.86699507389162,43.99014778325123,98.74458874458874,33.36394080155558,76.83200073242188,91.32999420166016,21.94187355041504,34.47666931152344,91.70999908447266,13.468000411987305,7.826000213623047,57.64600372314453,10.846000671386719,67.71880416870117,40.00400238037109,29.3308012008667,31.801201629638673,63.02920150756836,46.92320098876953,51.35240249633789,37.09000205993652,40.42920207977295,31.986401987075805,31.13840217590332,38.28600234985352,39.294402313232425,36.76680145263672,50.44400291442871,55.544403076171875,29.670402240753173,30.511601448059082,39.08800201416015,46.27840232849121,36.519202423095706,37.84600257873535,36.01440162658692,31.025201320648193,46.76480216979981,62.65560302734375,32.171601390838624,35.629601669311526,74.60200500488281,42.80320243835449,40.37240295410156,57.236803436279295,41.970402526855466,39.893602561950686,33.80000119209289,55.05360107421875,45.7676025390625,42.81183810600867,22.4465012550354
densenet121_lpf3,75.14400482177734,62.47999954223633,71.83999633789062,77.0999984741211,69.25157799819658,52.02885482416592,19.634000778198242,63.62200164794922,2.813333511352539,98.44444444444444,56.79802955665024,41.083743842364534,98.58874458874459,35.06535594685103,76.78400421142578,91.15999603271484,23.68684959411621,36.116668701171875,91.91999816894531,10.319999694824219,6.639999866485596,54.55999755859375,8.5,68.62480239868164,37.16120147705078,21.99280095100403,29.431200981140137,64.04800186157226,41.756802558898926,52.95280303955078,33.587201309204104,37.16240119934082,30.612802076339722,28.108401393890382,41.32840194702148,35.95200157165527,34.49640159606933,51.45240249633789,54.93640213012695,25.24360098838806,25.197200584411622,33.54840202331543,41.6924015045166,48.7920036315918,33.42520179748535,33.61360168457031,26.094801139831542,40.910801315307616,62.624402618408205,28.56080150604248,34.97080192565918,50.064001846313474,43.55200119018555,35.66960182189941,58.204803466796875,41.7460018157959,39.30400123596191,33.48680143356323,46.872803115844725,48.45760154724121,40.48440178479903,20.00499927997589
densenet121_lpf5,75.02799987792969,62.82999801635742,71.7699966430664,77.18999481201172,67.71866546438233,50.13525698827773,19.722000122070312,63.07600402832031,3.18666672706604,98.55555555555556,56.30541871921182,41.477832512315274,98.60606060606061,35.848547045479094,76.46400451660156,91.41999816894531,24.54557991027832,37.003334045410156,91.54999542236328,11.59999942779541,7.21999979019165,55.97999954223633,9.699999809265137,68.60840301513672,36.48360195159912,27.081201362609864,30.138401794433594,64.48400268554687,41.753202247619626,53.70240249633789,32.82800159454346,36.553602409362796,33.430000972747806,31.24000129699707,43.87680168151856,37.75120124816895,35.437202072143556,54.01960220336914,55.169602966308595,29.306401205062866,24.762801361083984,37.00840187072754,41.93280162811279,50.74080276489258,34.0976016998291,34.55680198669434,29.900401210784914,40.60680255889893,63.202003479003906,31.63040132522583,35.22960205078125,49.03760185241699,47.33760242462158,39.66120223999023,58.96200332641602,42.676401138305664,40.222402000427245,37.46400127410889,46.8736026763916,51.00240249633789,41.835058428690985,21.12499964237213
densenet121_lpf2,75.0260009765625,63.1099967956543,72.29000091552734,77.45999908447266,69.52209197475203,51.21731289449954,19.952001571655273,63.50200271606445,2.746666669845581,98.39583333333334,58.128078817733986,42.463054187192114,98.62337662337663,36.07000108026359,77.07200622558594,90.98999786376953,24.349075317382812,36.41666793823242,91.43999481201172,11.199999809265137,7.339999675750732,55.41999816894531,9.319999694824219,68.47200393676758,38.9536018371582,23.392801094055176,29.891601371765137,64.09760437011718,41.55080108642578,52.55840225219727,35.21600112915039,39.07280101776123,31.791201448440553,29.526001358032225,43.074402236938475,37.73880195617676,34.31920166015625,52.68280258178711,54.13280181884765,24.65440092086792,25.409201049804686,35.29600219726562,42.00280227661133,46.72840194702148,33.31520080566406,35.0440013885498,27.577601432800293,42.69480171203613,62.96040420532226,29.581601476669313,35.18440170288086,49.79640159606934,47.04040107727051,37.60680103302002,59.17440338134766,40.85720100402832,39.69280185699463,37.15120162963867,47.77920341491699,48.80840225219727,41.23796086678138,20.81999933719635
resnet50_with_saturate_aws,74.89600372314453,62.2599983215332,71.58999633789062,76.90999603271484,67.2678088367899,48.69251577998197,22.552001953125,67.06999969482422,2.37333345413208,98.46527777777779,59.70443349753695,42.512315270935964,98.58874458874459,33.52057902128119,76.656005859375,90.75999450683594,23.952131271362305,35.893333435058594,90.8499984741211,11.402000427246094,7.496000289916992,53.15400314331055,9.776000022888184,69.07640380859375,35.78160209655762,24.56600112915039,30.640001678466795,64.52840270996094,42.42440242767334,55.19960250854492,33.197601890563966,37.01960201263428,37.8612021446228,37.40880184173584,39.951202392578125,38.244002151489255,32.04520149230957,53.428002166748044,58.10120315551758,33.624001789093015,24.99120111465454,36.72400169372558,42.04680156707764,49.484002685546876,29.97760124206543,33.210001945495605,29.82760190963745,42.40320167541504,74.49840240478515,31.360401916503907,34.02040100097656,49.20880241394043,43.72560138702393,46.98520202636719,68.85440216064453,38.06080169677735,37.29120216369629,32.94440140724182,45.964402770996095,49.25520210266113,42.3987917007544,20.457000970840454
resnet50_trained_on_SIN_and_IN,74.59000396728516,62.75,71.6500015258789,77.15999603271484,68.4400360685302,51.66816952209198,50.974002838134766,64.75800323486328,1.9466667175292969,98.33333333333333,58.32512315270936,43.54679802955665,98.46753246753246,33.30992762233985,76.656005859375,91.07999420166016,29.69797134399414,41.45333480834961,91.04999542236328,14.518000602722168,7.200000286102295,58.35600280761719,11.75999927520752,69.17480392456055,43.950001907348636,39.32040176391602,38.48320198059082,65.12320327758789,48.64240264892578,55.472802734375,40.1676025390625,42.2304012298584,44.007201957702634,42.33600196838379,45.537601470947266,40.364402770996094,36.20560150146484,54.09800262451172,57.58200225830078,40.21560211181641,30.874001884460448,44.606402206420896,48.025202941894534,54.17760314941406,42.914401626586915,42.85560188293457,41.632402420043945,44.041601943969724,64.73960342407227,43.529601669311525,38.69480209350586,54.243603515625,51.847202682495116,48.55000343322754,60.77720336914062,41.95360221862793,48.937202835083006,41.3496015548706,51.77760314941406,54.294403076171875,47.909356303092764,22.958500742912292
resnet34_lpf2,74.4780044555664,62.21999740600586,71.04000091552734,76.58000183105469,67.98917944093779,50.67628494138864,20.25400161743164,63.68400192260742,2.493333339691162,98.36111111111111,58.86699507389162,43.05418719211823,98.49350649350649,33.07226963379065,76.14400482177734,90.81999969482422,24.0562801361084,36.28000259399414,91.08999633789062,10.719999313354492,7.178000450134277,56.35200119018555,9.600000381469727,67.59920120239258,36.07800140380859,26.937601375579835,29.276401710510253,63.498802185058594,42.930003547668456,51.37560195922852,32.97440166473389,37.007201194763184,33.437601232528685,31.478001403808594,42.544001770019534,36.308401107788086,34.8468017578125,52.70280227661133,52.87160186767578,29.36920099258423,23.344001388549806,36.62440223693848,41.78920211791992,48.09200210571289,32.91000099182129,36.871602058410645,29.27120084762573,41.54840259552002,62.32840194702148,31.33800196647644,35.424001693725586,50.72840270996094,48.57840270996094,39.2984016418457,58.29240341186524,42.87040138244629,41.21320152282715,37.59320249557495,46.75000190734863,50.056402587890624,41.54091467979627,20.96250033378601
densenet121,74.43400573730469,62.14999771118164,70.62999725341797,76.70999908447266,68.98106402164112,50.85662759242561,20.62200164794922,63.268001556396484,2.1600000858306885,98.29166666666667,59.45812807881773,43.05418719211823,98.51948051948052,33.56919088257535,75.85600280761719,90.77999877929688,24.248855590820312,37.25,91.22999572753906,10.700000762939453,7.664000511169434,52.63999938964844,9.019999504089355,69.74400177001954,36.7360013961792,28.782001113891603,32.090401840209964,65.38720321655273,42.81760101318359,52.152802276611325,34.051201820373535,37.35080223083496,38.45840187072754,36.44000186920166,48.52720222473145,40.57560234069824,36.34440155029297,58.47960205078125,53.1104019165039,33.39280128479004,25.908000946044922,39.10280151367188,41.90720138549805,45.81400260925293,37.724801254272464,35.860001945495604,32.47160110473633,40.38840160369873,66.73680267333984,34.62240161895752,37.734001541137694,50.19560241699219,55.81840362548828,42.9028018951416,61.91240234375,42.59400253295898,40.298401069641116,43.235601329803465,46.75400161743164,47.77440185546875,43.54066850955671,20.00600004196167
resnet34_lpf3,74.34200286865234,62.15999984741211,70.83999633789062,76.58999633789062,66.18575293056807,48.78268710550045,19.904001235961914,63.026004791259766,2.493333339691162,98.28472222222221,56.256157635467986,41.2807881773399,98.48484848484848,32.62936156422167,75.18400573730469,90.52999877929688,24.535755157470703,36.116668701171875,91.23999786376953,11.039999961853027,7.092000484466553,56.43000411987305,9.320000648498535,67.47280349731446,36.43000183105469,30.109601306915284,29.81600170135498,63.7056022644043,42.648002243041994,51.94000244140625,33.0900016784668,37.080801010131836,36.26120195388794,33.9524022102356,42.43160285949707,36.471602249145505,32.655601501464844,52.68960266113281,54.522802734375,32.20120191574097,24.640401458740236,39.5544017791748,41.69520282745361,52.89040298461914,32.89720153808594,34.56960220336914,32.35560131072998,41.67840309143067,62.153602600097656,34.585201263427734,35.292000961303714,51.74000282287598,47.760802841186525,42.76160163879395,58.2696029663086,40.19400138854981,40.218002510070804,36.669200801849364,47.68040313720703,52.41840286254883,42.21622782242605,20.97050130367279
vgg19_bn,74.21800231933594,61.94999694824219,70.91999816894531,76.0,65.55455365193869,46.61857529305681,17.1560001373291,64.23800659179688,2.946666717529297,98.35416666666667,56.847290640394085,40.591133004926114,98.36363636363636,32.3646969860646,74.84800720214844,90.07999420166016,21.63139533996582,33.25,90.97999572753906,9.4399995803833,6.414000511169434,42.374000549316406,7.816000461578369,67.9000030517578,31.758801651000976,23.71080141067505,28.35160083770752,62.454002380371094,37.905202293395995,48.06840209960937,28.631200981140136,32.01920127868652,28.30040144920349,26.287601470947266,40.02080154418945,34.16040191650391,31.081600952148438,54.23760223388672,49.10760307312012,17.248400831222533,20.94040174484253,32.27240142822266,37.74720211029053,35.654001235961914,33.23960094451904,31.443601989746092,25.192401123046874,36.479601764678954,62.42840423583984,27.558401775360107,32.10240135192871,48.9668025970459,45.75200176239014,34.76720123291015,57.1452033996582,38.24600105285644,37.612801742553714,32.729601049423216,47.336401748657224,39.35760135650635,37.93870953413156,16.511000275611877
resnet34_lpf5,74.19400024414062,62.19999694824219,70.88999938964844,76.4000015258789,67.71866546438233,50.3155996393147,20.02800178527832,63.04000473022461,3.1066668033599854,98.45833333333334,59.95073891625615,43.5960591133005,98.44155844155844,32.575348385005945,75.39200592041016,90.41999816894531,23.366544723510742,35.85000228881836,91.18000030517578,11.0,7.330000400543213,56.4160041809082,9.630000114440918,67.25560302734375,36.27240180969238,26.80440068244934,29.36120147705078,63.08400344848633,42.4632022857666,51.897203063964845,32.91520175933838,36.674401473999026,33.918401432037356,31.7352014541626,40.220001983642575,35.57800178527832,33.71120147705078,51.12200241088867,53.77320175170898,29.06320114135742,24.75000133514404,36.58040161132813,41.25840187072754,50.800001525878905,32.93560104370117,35.37800178527832,29.478801345825197,41.43080215454101,62.640802001953126,31.91480145454407,33.80960197448731,50.597202682495116,45.72320156097412,39.20560207366943,58.451202392578125,41.12640113830567,40.633202362060544,34.428002214431764,46.86280136108398,50.60120315551758,41.21853528267297,21.094001173973083
BiT-M-R50x1-nonfinetuned,74.12800598144531,62.279998779296875,71.1199951171875,76.22000122070312,68.71055004508565,57.25879170423806,8.760000228881836,61.656002044677734,13.40000057220459,98.63888888888889,,,,22.053581073782002,75.37600708007812,91.63999938964844,15.824638366699219,27.663333892822266,91.79999542236328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50-vtab-exemplar,74.10400390625,61.939998626708984,71.18000030517578,76.7699966430664,68.4400360685302,50.76645626690712,24.834001541137695,66.8759994506836,2.9733333587646484,98.29861111111111,59.064039408866996,41.970443349753694,98.54545454545455,31.522091390299234,75.47200012207031,90.55999755859375,25.66959571838379,,,,,,,73.05320434570312,34.35200119018555,32.88120174407959,35.18080215454101,68.38960418701171,41.0636022567749,54.23520278930664,32.41240177154541,36.22360210418701,45.304802322387694,43.66640129089355,45.83320198059082,41.33760223388672,30.29120216369629,55.403202819824216,55.82200317382812,37.704002380371094,22.616801166534422,44.7132022857666,41.202002334594724,43.391601943969725,40.53280258178711,33.12920207977295,38.81840076446533,39.10280265808105,71.57760467529297,40.861201477050784,39.17160148620606,50.87040328979492,59.236402893066405,49.576001739501955,66.78320388793945,29.820801162719725,36.76240272521973,45.13520183563232,48.45640182495117,47.93840293884277,44.732320196200654,
nasnetamobile,74.08000183105469,61.31999969482422,70.56999969482422,75.97000122070312,68.80072137060415,48.42200180342651,23.836000442504883,64.39600372314453,3.6133334636688232,98.13194444444444,61.37931034482759,43.004926108374384,98.42424242424242,31.338446580965755,75.29600524902344,90.20999908447266,23.75169563293457,33.59000015258789,90.63999938964844,17.619998931884766,7.968000411987305,53.07999801635742,12.880000114440918,70.2748046875,34.851200866699216,31.009202194213866,33.05560111999512,66.66360321044922,46.75400276184082,54.522003173828125,33.00120124816895,36.5928014755249,41.265602111816406,39.29040107727051,44.129601669311526,37.87960243225098,29.687601470947264,53.00320281982422,56.644403076171876,33.47160167694092,25.269600582122802,41.53680191040039,44.08280258178711,58.727203369140625,38.499201965332034,35.62040138244629,36.50680160522461,40.353600883483885,68.05000381469726,39.15960216522217,36.68320236206055,53.55920333862305,59.17840385437012,44.426001739501956,63.407202911376956,36.36200141906738,40.53600177764893,47.64160232543945,48.734401321411134,57.93040237426758,44.78443294671865,22.886999368667603
vgg16_bn_lpf5,74.03800201416016,61.16999816894531,70.43999481201172,75.44999694824219,63.66095581605049,46.61857529305681,15.554000854492188,63.906002044677734,3.0266666412353516,98.19444444444444,57.0935960591133,40.837438423645324,98.3896103896104,30.87393323971049,75.31200408935547,90.22999572753906,20.67244529724121,31.65999984741211,90.8499984741211,9.719999313354492,6.474000453948975,51.25200271606445,8.184000015258789,67.02520370483398,30.110401916503907,20.959601163864136,26.120401191711426,61.31840362548828,38.051600742340085,46.2176025390625,26.62960147857666,30.780801486968993,24.404400992393494,22.022401285171508,38.1608024597168,33.70160102844238,30.487202072143553,52.2296028137207,46.839602661132815,15.856001138687134,19.896800899505614,29.59240131378174,37.11440181732178,32.039601707458495,32.062401962280276,29.235601234436036,22.18600034713745,36.34720230102539,61.58720397949219,24.67720067501068,30.839201736450196,48.43960304260254,43.94440212249756,28.372000980377198,55.69400253295898,38.608001708984375,35.42280158996582,31.686401653289796,45.59840126037598,37.75480194091797,36.19163256425124,18.907500624656677
vgg16_bn_lpf2,74.00800323486328,61.65999984741211,70.40999603271484,75.9000015258789,63.570784490532006,45.62669071235347,14.462000846862793,64.02200317382812,3.0533335208892822,98.33333333333333,57.536945812807886,41.083743842364534,98.42424242424242,31.187209679161715,75.20000457763672,90.1500015258789,20.399301528930664,31.100000381469727,90.8699951171875,8.9399995803833,6.544000148773193,47.552001953125,8.218000411987305,66.83240280151367,30.20720157623291,21.75400080680847,26.21560173034668,60.883602142333984,35.9968017578125,44.33840217590332,26.83280086517334,30.596801567077637,22.707601177692414,20.514801061153413,39.22320213317871,35.11160163879394,31.550801467895507,53.951602935791016,44.9200023651123,13.129200828075408,20.28760118484497,30.558400917053223,35.71240224838257,29.95720157623291,31.839201736450196,30.189602088928222,23.226801347732543,35.665600872039796,61.31280288696289,25.49360089302063,30.76000099182129,48.17000274658203,46.90800266265869,27.624401092529297,55.3504020690918,39.23120193481445,36.123202323913574,33.47520117759704,44.625601577758786,36.41640167236328,36.055847873137544,17.8135005235672
vgg16_bn_lpf3,73.92000579833984,61.93000030517578,70.79000091552734,76.40999603271484,63.11992786293958,45.98737601442741,14.656001091003418,63.98400115966797,3.0533335208892822,98.39583333333334,59.11330049261084,41.87192118226601,98.37229437229438,31.916387598574055,75.08800506591797,90.3499984741211,20.75497817993164,31.8700008392334,90.72999572753906,9.699999809265137,6.5960001945495605,48.704002380371094,8.334000587463379,67.28080444335937,30.286801147460938,22.711201190948486,26.516001892089843,61.644403076171876,36.6116024017334,46.28520240783691,26.765601348876952,30.77400197982788,22.240001142024994,19.89800045490265,40.40640106201172,35.257201766967775,31.560801696777343,54.23520278930664,47.54040260314942,12.65680056810379,20.15280122756958,30.329201698303223,36.64280195236206,31.37760181427002,32.648001480102536,30.26080150604248,22.671201515197755,35.98600196838379,61.19440460205078,24.459601306915282,31.735202026367187,48.60320205688477,46.97600154876709,25.7468017578125,55.93560256958008,39.18440208435059,36.158402061462404,33.975201511383055,45.62480354309082,36.02120189666748,36.33317113717398,18.333500742912292
resnet50_with_frost_aws,73.78400421142578,61.56999969482422,70.25,76.18999481201172,66.0054102795311,49.32371505861136,20.986000061035156,59.2760009765625,2.18666672706604,98.29861111111111,57.487684729064036,43.251231527093594,98.45021645021646,30.733498973749597,74.16000366210938,90.38999938964844,23.39995002746582,35.8466682434082,90.8699951171875,11.69800090789795,7.578000545501709,54.618003845214844,9.952000617980957,68.2484031677246,34.46400146484375,27.796001052856447,42.61600227355957,61.43960189819336,44.29440193176269,49.59520225524902,31.612001609802245,35.550001335144046,31.360401391983032,29.720001220703125,36.67480125427246,72.41200408935546,34.65840187072754,52.94280242919922,53.34920234680176,28.071601247787477,33.53200130462646,36.98120193481445,43.65920219421387,44.564002990722656,50.37080307006836,33.81400127410889,30.629201412200928,42.23760204315185,61.13600234985351,32.84520149230957,50.24240264892578,51.289202499389646,37.73400175571442,36.41400203704834,54.45240249633789,40.301601791381835,37.242401695251466,26.991201078891756,47.63920249938965,46.15440292358399,42.39222757357817,20.961501479148865
resnet50_with_jpeg_compression_aws,73.62600708007812,60.88999938964844,70.66999816894531,76.54000091552734,68.98106402164112,52.569882777276824,20.142000198364258,62.454002380371094,2.6133334636688232,98.27083333333333,63.004926108374384,47.29064039408867,98.51082251082252,32.18105217673112,75.66400146484375,90.25,23.10519027709961,36.52000045776367,90.4000015258789,39.46000289916992,8.76200008392334,70.17200469970703,34.97200012207031,65.3556037902832,39.37440299987793,22.38200101852417,27.978401565551756,63.7072036743164,48.334801483154294,63.454403686523435,36.37720146179199,40.108801460266115,32.38080224990845,32.265602111816406,35.815601921081544,39.14480209350586,36.15120162963867,40.93400268554687,71.47920379638671,30.58280243873596,34.520001602172854,35.8080020904541,46.82200241088867,55.45360336303711,25.908801078796387,35.00960159301758,25.789601182937623,46.60920295715332,60.01840362548828,25.964001631736757,37.23960151672363,50.24440307617188,34.86840250492096,41.79080219268799,57.544001770019534,39.08360252380371,36.328001976013184,30.11760175228119,47.750802230834964,53.18880157470703,41.75595090511518,38.34150195121765
bninception,73.52400207519531,61.98999786376953,71.13999938964844,76.54000091552734,68.98106402164112,48.963029756537416,23.692001342773438,61.590003967285156,3.4000000953674316,98.03472222222223,60.39408866995074,41.77339901477832,98.34632034632035,33.2991249864967,75.8080062866211,90.16999816894531,23.855844497680664,36.72666931152344,90.65999603271484,12.41200065612793,9.622000694274902,51.89999771118164,11.139999389648438,66.7748046875,38.67600212097168,20.984801006317138,31.071601486206056,64.08840255737304,46.439602279663085,50.92240180969238,34.39480094909668,37.45920104980469,30.89640164375305,29.757201766967775,43.58600196838379,36.13920135498047,35.05760154724121,50.60080261230469,54.39240264892578,26.706000900268556,24.360401344299316,32.6468017578125,46.21160202026367,41.77840232849121,32.488002395629884,35.950001907348636,25.084000968933104,43.753602027893066,61.37080383300781,26.176000785827636,34.31440124511719,47.91360282897949,44.44840221405029,37.06160125732422,58.07760238647461,40.18280143737793,40.32080154418945,36.519202041625974,47.27760238647461,44.006402587890626,40.594135307654355,21.268499612808228
