model,val,imagenetv2-matched-frequency-format-val,imagenetv2-threshold-0.7-format-val,imagenetv2-top-images-format-val,imagenet-vid-robust_pm0,imagenet-vid-robust_pm10,stylized_imagenet,greyscale,imagenet-a,val-on-vid-robust-classes,ytbb-robust_pm0,ytbb-robust_pm10,val-on-ytbb-robust-classes,objectnet-1.0-beta,val-on-objectnet-classes,val-on-imagenet-a-classes,imagenet-sketch,imagenet-r,val-on-imagenet-r-classes,pgd.linf.eps0.5,pgd.linf.eps2,pgd.l2.eps0.1,pgd.l2.eps0.5,brightness_in-memory,defocus_blur_in-memory,impulse_noise_on-disk,snow_on-disk,brightness_on-disk,elastic_transform_in-memory,jpeg_compression_on-disk,defocus_blur_on-disk,gaussian_blur_on-disk,gaussian_noise_in-memory,shot_noise_in-memory,fog_on-disk,frost_in-memory,zoom_blur_on-disk,fog_in-memory,jpeg_compression_in-memory,impulse_noise_in-memory,glass_blur_on-disk,speckle_noise_on-disk,elastic_transform_on-disk,pixelate_in-memory,snow_in-memory,motion_blur_on-disk,shot_noise_on-disk,gaussian_blur_in-memory,saturate_in-memory,gaussian_noise_on-disk,frost_on-disk,spatter_in-memory,contrast_in-memory,speckle_noise_in-memory,saturate_on-disk,zoom_blur_in-memory,motion_blur_in-memory,contrast_on-disk,spatter_on-disk,pixelate_on-disk,avg_corruptions,avg_pgd
inceptionv4,80.08200073242188,69.23999786376953,77.6500015258789,82.0999984741211,75.29305680793507,58.97204688908927,28.13800048828125,74.5040054321289,16.253334045410156,99.22222222222223,63.5960591133005,48.76847290640394,99.16017316017316,42.7946418926218,82.84800720214844,94.31999969482422,31.566743850708008,41.96333312988281,94.2699966430664,24.988000869750977,9.02400016784668,61.71999740600586,16.35999870300293,77.71600341796875,53.51360168457031,42.5452018737793,40.41960144042969,72.3988037109375,53.84920310974121,60.49720306396485,40.52880172729492,43.52360229492187,59.27960357666016,58.07720260620117,56.31160278320313,50.301202392578126,40.550402069091795,74.17240447998047,68.99800415039063,55.40080184936524,27.685601425170898,51.09160232543945,46.36840267181397,71.14440231323242,49.97800216674805,44.90200271606445,45.333201217651364,55.20680274963379,76.40120391845703,47.40320243835449,45.091202926635745,63.714804077148436,72.46600341796875,62.931603240966794,70.2936019897461,50.848001098632814,56.588402557373044,55.90480346679688,56.87080307006836,64.35120239257813,55.52051549569155,28.02299928665161
BiT-M-R101x3-nonfinetuned,79.97400665283203,68.8699951171875,76.77999877929688,81.0,78.1785392245266,68.16952209197476,16.494001388549805,72.51000213623047,34.90666580200195,99.28472222222223,,,,31.83536782975046,81.74400329589844,94.65999603271484,25.264793395996094,37.0533332824707,94.58999633789062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnext101_32x8d_deepaugment_augmix,79.89600372314453,68.76000213623047,77.22000122070312,82.29000091552734,78.89990982867448,66.54643823264202,43.71600341796875,71.85000610351562,11.480000495910645,99.17361111111111,66.69950738916256,54.33497536945813,99.12554112554113,41.109430701091064,82.09600067138672,94.02999877929688,38.43267059326172,52.11000061035156,93.88999938964844,,,,,76.70960235595703,67.60200424194336,64.59640350341797,56.36440200805664,74.39480438232422,61.57120208740234,67.75360260009765,61.84480285644531,63.76080322265625,68.6092041015625,68.68560333251953,60.16520462036133,60.10680389404297,54.9312026977539,66.00160369873046,69.76880493164063,68.58720245361329,51.551202392578126,68.63200302124024,60.70920333862305,75.01040496826172,59.86000213623047,63.91640396118164,65.20680465698243,69.6660041809082,73.983203125,64.89680252075195,57.838401794433594,69.7384033203125,72.90440292358399,71.6500030517578,71.64320373535156,58.204002380371094,70.60760345458985,64.55880432128906,65.64720230102539,73.71240234375,65.56296744713417,
resnet101_cutmix,79.82600402832031,68.02999877929688,76.5999984741211,81.12999725341797,73.48963029756538,54.5536519386835,24.02800178527832,71.28800201416016,12.186666488647461,99.15277777777777,62.463054187192114,47.635467980295566,99.11688311688312,42.06546397320946,82.28800201416016,93.94999694824219,28.210420608520508,38.81666946411133,93.86000061035156,22.139999389648438,10.304000854492188,54.97999954223633,14.979999542236328,75.85640411376953,46.46440315246582,37.439201736450194,39.89280242919922,71.05160217285156,47.24680290222168,58.05160369873047,42.06080207824707,45.31520233154297,44.094402122497556,42.0672025680542,54.053602600097655,45.420401382446286,41.02080116271973,66.80960311889649,58.634402465820315,38.437201499938965,28.03920202255249,46.34520149230957,47.26040267944336,46.3984016418457,45.880402374267575,45.43320236206055,40.45960102081299,49.92520294189453,72.21800384521484,42.794002532958984,42.746802139282224,58.93080368041992,66.53960342407227,48.92880210876465,67.58920364379883,48.573602294921876,51.06080322265625,50.68600311279297,54.01120147705078,52.77520217895508,50.1494383469606,25.60099983215332
efficientnet-b2-autoaug,79.7760009765625,68.52999877929688,76.80999755859375,81.45999908447266,73.21911632100992,57.70964833183048,32.76000213623047,73.31200408935547,10.09333324432373,99.07638888888889,60.689655172413794,48.96551724137931,99.11688311688312,40.68812790320838,82.33600616455078,94.13999938964844,30.40342903137207,42.516666412353516,93.9000015258789,30.8799991607666,6.940000057220459,69.83999633789062,16.079999923706055,76.82840423583984,45.96560211181641,44.564401626586914,40.88000221252442,71.7456039428711,52.734002876281735,62.89760208129883,41.05520133972168,44.07120208740234,54.67760162353515,54.90840225219726,52.99640235900879,46.15880279541015,38.49360122680664,70.09440383911132,68.07920455932617,58.19400291442871,28.640801334381102,52.663204193115234,46.64720344543457,62.72840194702148,49.0252025604248,45.300802612304686,42.97040157318115,49.77560310363769,75.73360137939453,44.294001770019534,40.575601959228514,67.21680221557617,56.41680088043213,62.94640274047852,70.34080276489257,42.50040283203125,54.85400276184082,44.5804027557373,59.08600387573242,59.88320388793945,53.502464125706595,30.934998869895935
FixResNet50CutMix_v2,79.76200103759766,67.12999725341797,76.13999938964844,80.43999481201172,73.12894499549142,52.479711451758334,15.066000938415527,70.41400146484375,12.74666690826416,99.11805555555556,59.26108374384237,42.95566502463054,99.00432900432901,29.583018256454572,81.56800079345703,94.05999755859375,22.1049747467041,33.84333419799805,94.22000122070312,14.0,8.260000228881836,39.31999969482422,11.179999351501465,74.48120422363282,47.810403442382814,20.02560086250305,31.506401824951173,66.96480255126953,45.72960205078125,50.84480247497559,29.49480094909668,33.691201496124265,41.596802711486816,39.84800128936767,47.40520248413086,39.82840156555176,35.087601852416995,71.96120376586914,57.05480270385742,33.20920181274414,20.005601119995116,34.528401947021486,40.65840148925781,31.198801803588868,35.69120140075684,32.550401496887204,27.535201358795167,50.77640228271484,70.4784034729004,29.681201362609862,35.72720184326172,50.243202209472656,63.41320381164551,46.222801971435544,61.72120208740235,37.53160133361816,45.32000160217285,40.60200157165527,47.34720153808594,40.79960250854492,43.437232786569844,18.18999981880188
dpn107,79.74600219726562,67.8499984741211,76.50999450683594,81.18000030517578,75.56357078449054,59.06221821460775,29.420001983642578,72.69600677490234,9.920000076293945,99.11805555555556,64.08866995073892,50.14778325123152,99.2121212121212,40.779950307875126,82.11200714111328,94.15999603271484,30.827880859375,43.086666107177734,93.8699951171875,25.648000717163086,8.59999942779541,68.77999877929688,19.55000114440918,76.34040222167968,40.82320137023926,46.6184024810791,42.8764030456543,71.76080322265625,50.803602600097655,64.11960296630859,40.984801864624025,42.232801818847655,54.03760261535645,52.03320198059082,48.26520195007324,47.25040130615234,41.12600250244141,57.33040161132813,66.09360427856446,50.70920181274414,34.439601516723634,55.458003234863284,50.01560249328613,57.41080322265625,48.27000274658203,45.31360206604004,49.116402816772464,43.44360198974609,73.73240203857422,50.69200210571289,46.300802612304686,60.588401794433594,49.26120367050171,58.938402557373045,69.07960357666016,47.22800216674805,48.84240303039551,41.32720265388489,57.72560195922851,59.78600158691406,52.37157174990728,30.644500017166138
FixResNet50CutMix,79.74200439453125,67.08999633789062,75.94999694824219,80.3499984741211,72.04688908926961,52.02885482416592,14.934000968933105,70.2760009765625,12.453333854675293,99.11805555555556,58.86699507389162,42.758620689655174,98.99567099567099,29.76126174786648,81.42400360107422,94.04000091552734,22.04012680053711,33.810001373291016,94.22999572753906,13.779999732971191,8.380000114440918,39.099998474121094,11.300000190734863,74.40320434570313,47.74400291442871,19.95960063934326,31.473601150512696,67.03000335693359,45.55480251312256,50.94680213928223,29.393201446533205,33.68960218429565,41.49960212707519,39.71160182952881,47.45360260009765,39.76120147705078,35.062401580810544,71.85960311889649,57.06920394897461,33.169202423095705,19.992000770568847,34.459602165222165,40.706800842285155,31.178801441192626,35.519202423095706,32.54800186157227,27.484801197052,50.80640296936035,70.36120376586913,29.609601068496705,35.72360115051269,50.112402725219724,63.321601486206056,46.15080223083496,61.72320327758789,37.4028018951416,45.21600227355957,40.60760269165039,47.3316032409668,40.836001777648924,43.386750846031376,18.139999628067017
efficientnet-b2-advprop-autoaug,79.60200500488281,67.88999938964844,76.54999542236328,81.29000091552734,75.02254283137962,61.226330027051404,34.172000885009766,73.99600219726562,10.893333435058594,99.02083333333334,62.51231527093596,49.40886699507389,98.99567099567099,40.81775953332613,82.00000762939453,94.15999603271484,32.18770217895508,44.413333892822266,94.0,55.13999938964844,12.380000114440918,76.6199951171875,41.20000076293945,76.82760467529297,48.71000366210937,46.7364013671875,43.30680122375488,72.13560180664062,55.78880157470703,65.59800338745117,41.402400970458984,44.11560173034668,58.7072036743164,58.006402587890626,51.679602813720706,49.24960174560547,42.282802200317384,68.18560333251953,70.49960403442383,58.08080215454102,33.3880012512207,56.011602783203124,49.82560234069824,64.77120361328124,50.17640228271485,45.72480087280273,46.92320289611816,52.652001953125,76.1280029296875,48.347202682495116,43.97040328979492,66.78800354003906,55.18760299682617,64.96080322265625,71.6416030883789,44.97000160217285,54.97800407409668,46.08360347747803,59.418801879882814,60.101602935791014,55.167417941949296,46.33499884605408
dpn131,79.4320068359375,67.72999572753906,76.37999725341797,81.11000061035156,74.03065825067628,59.87376014427412,29.692001342773438,72.3800048828125,9.426667213439941,99.0486111111111,63.99014778325123,49.90147783251231,98.99567099567099,40.218213244031546,82.27200317382812,93.86000061035156,30.18334197998047,43.14666748046875,93.47999572753906,25.272001266479492,8.157999992370605,68.5,19.600000381469727,76.10800323486328,39.510001754760744,46.698402404785156,43.418801879882814,71.73200378417968,51.56200332641602,63.9312026977539,38.3444019317627,39.950801086425784,53.26560287475586,51.00000190734863,49.76240196228027,46.60080184936523,40.178002166748044,58.32040176391602,65.64080505371093,49.60280303955078,31.94800148010254,55.163603973388675,50.41120223999023,56.24360275268555,49.26360168457031,45.222802352905276,48.82920112609863,43.6080020904541,73.40160217285157,50.224402236938474,45.62840270996094,61.262803649902345,50.345601844787595,57.09960250854492,68.94120483398437,46.64040260314941,49.16520309448242,42.48280153274536,57.58040313720703,59.17760162353515,52.05996150236863,30.382500410079956
dpn92,79.4000015258789,67.23999786376953,75.97000122070312,81.0,74.39134355275023,56.80793507664562,25.280000686645508,70.44000244140625,10.720000267028809,99.07638888888889,62.266009852216754,47.73399014778325,99.14285714285714,40.41266068920817,82.51200103759766,94.0199966430664,30.05757713317871,41.38666915893555,93.91999816894531,18.466001510620117,8.039999961853027,61.81999969482422,14.426000595092773,75.14120330810547,40.08040161132813,36.310401344299315,40.02560195922852,70.48600158691406,50.359602737426755,60.59320297241211,39.700801849365234,41.11760215759277,45.82960109710693,43.04200267791748,47.805202102661134,43.718801498413086,40.53960189819336,57.470801544189456,62.304403686523436,39.644401168823244,32.55440101623535,47.39520111083984,49.5132022857666,55.21760177612305,44.95800247192383,45.906002044677734,40.01400184631348,43.42000160217285,70.78720321655274,42.62400169372559,43.487601852416994,58.3212028503418,49.78400211334228,50.3752025604248,66.1368034362793,46.954000854492186,49.97960205078125,41.58240270614624,54.759202575683595,58.72320327758789,49.291858504368705,25.688000440597534
resnext101_32x8d,79.31200408935547,67.44999694824219,76.40999603271484,80.77999877929688,73.39945897204689,56.71776375112714,28.59400177001953,69.88400268554688,10.199999809265137,99.09027777777779,59.90147783251232,45.320197044334975,99.01298701298701,41.05001620395377,81.71200561523438,93.81999969482422,29.43465232849121,42.56999969482422,93.79000091552734,20.059999465942383,9.84000015258789,57.69999694824219,13.920000076293945,73.82040252685547,47.50360107421875,37.87200164794922,38.17400131225586,69.76360321044922,52.2204029083252,60.240403747558595,43.34520225524902,45.33280220031738,42.227201747894284,39.89560136795044,48.642403030395506,43.99040260314941,42.256402587890626,59.87960357666016,61.32080230712891,37.50920181274414,31.814801597595213,46.9676025390625,50.63840293884277,53.393601989746095,42.61640167236328,45.178002548217776,39.2940013885498,48.43240184783936,69.32320175170898,41.235601615905765,42.7804012298584,58.32160186767578,52.49280281066895,49.18120193481445,65.36240463256836,50.87560348510742,52.26960144042969,41.33080263137818,56.67160415649414,56.92360229492188,49.68142796785403,25.3799991607666
resnet50_ssl,79.2280044555664,68.19999694824219,76.13999938964844,80.50999450683594,74.93237150586114,57.70964833183048,22.586000442504883,70.12000274658203,15.90666675567627,99.03472222222223,58.32512315270936,44.97536945812808,98.98701298701299,41.455115048071725,81.84000396728516,94.44999694824219,29.422863006591797,44.0,94.31999969482422,11.559999465942383,9.09999942779541,50.0,11.639999389648438,75.30000457763671,48.621202087402345,36.165601539611814,39.18560218811035,71.70360260009765,46.14920158386231,57.39160232543945,43.199602127075195,46.166002655029295,41.81480121612549,39.429602241516115,53.48360176086426,47.303601837158205,41.021202087402344,65.65560379028321,59.84760208129883,35.07080135345459,28.158001136779784,45.60200157165527,46.799201583862306,61.5524040222168,45.755601501464845,42.75320281982422,38.81880226135254,52.928002548217776,72.20960311889648,41.41240234375,44.928002548217776,56.43840141296387,65.77720260620117,47.53080291748047,67.8488037109375,44.02640228271484,45.915602111816405,50.91200218200684,54.54560165405273,61.884402465820315,50.15414584722276,20.574999570846558
dpn98,79.22400665283203,67.76000213623047,76.08999633789062,81.20999908447266,74.75202885482418,59.15238954012624,28.88800048828125,72.08200073242188,9.199999809265137,98.97916666666666,64.08866995073892,49.01477832512315,99.08225108225108,40.27762774116885,80.96000671386719,93.97000122070312,30.016311645507812,42.56666946411133,93.81999969482422,24.878000259399414,8.179999351501465,68.08000183105469,19.4060001373291,75.62520294189453,39.047201538085936,44.60280151367188,42.847201919555665,71.07600326538086,50.280002975463866,63.2884033203125,38.00040225982666,39.885202980041505,53.67800331115723,51.42040252685547,49.204402923583984,48.762403106689455,39.3984016418457,59.374403381347655,66.66040420532227,50.597603225708006,32.320001411437985,53.880802154541016,49.5012020111084,57.862004089355466,48.169202423095705,45.25600242614746,47.19600219726563,44.07280254364014,73.86360473632813,49.26320266723633,44.81640129089355,60.92080230712891,50.543602752685544,58.35720367431641,68.70680236816406,45.40600318908692,49.29920272827148,42.04120235443115,57.02880172729492,57.59920196533203,51.81596151987711,30.136000394821167
google_resnet101_jft-300M,79.2040023803711,67.41999816894531,75.94999694824219,80.95999908447266,75.65374211000902,56.17673579801623,25.882001876831055,72.93400573730469,9.880000114440918,99.0486111111111,63.399014778325125,47.83251231527094,99.06493506493507,38.15490979799071,81.96800231933594,93.62999725341797,31.76128578186035,44.96333312988281,93.29999542236328,19.65999984741211,1.3199999332427979,61.31999969482422,25.079999923706055,76.5020034790039,52.09800262451172,35.90760116577148,39.440399932861325,71.31680297851562,54.357200622558594,58.91639938354492,37.426802444458005,40.98680114746094,57.428799057006835,55.678402709960935,52.73120040893555,50.280400085449216,36.31319961547852,71.09920120239258,68.65199737548828,54.08559989929199,28.626399326324464,47.30240058898926,44.958000564575194,69.80679931640626,50.848001098632814,41.40319938659668,41.65279960632324,53.34680099487305,75.16400299072265,44.02160110473633,44.14400100708008,59.088801574707034,72.6852035522461,59.63440017700195,69.34840087890625,43.05919990539551,55.84239959716797,57.02200164794922,53.73120040893555,62.42559814453125,53.49097522099813,26.844999849796295
FixResNet50_v2,79.09800720214844,66.9000015258789,75.27999877929688,80.04000091552734,68.98106402164112,51.21731289449954,15.40000057220459,69.71200561523438,10.773333549499512,98.96527777777779,57.68472906403941,41.42857142857143,98.96969696969697,34.168737171869935,81.23200225830078,93.8699951171875,23.058029174804688,35.746665954589844,93.79999542236328,8.079999923706055,7.159999847412109,38.57999801635742,7.71999979019165,73.96280364990234,53.384803771972656,19.328000497817992,30.743201446533202,64.68560256958008,45.758402824401855,49.417202377319335,27.93920135498047,31.674002361297607,38.684801197052,37.6476016998291,45.25320167541504,40.594400787353514,32.8976016998291,69.05720291137695,61.78600234985352,32.507601261138916,18.890800762176514,34.20320129394531,38.17600154876709,48.532402420043944,35.97080192565918,31.708801078796387,27.140000915527345,55.44720230102539,69.75320205688476,29.299201726913452,34.152001571655276,46.768801879882815,60.20720100402832,45.907202529907224,60.28240280151367,35.2564022064209,49.985603713989256,37.952801895141604,46.00840339660645,42.932002258300784,43.30789948487893,15.384999394416809
se_resnext50_32x4d,79.07600402832031,67.7699966430664,76.1500015258789,80.97999572753906,72.04688908926961,55.54553651938684,25.91400146484375,69.23600006103516,10.106666564941406,98.9375,59.90147783251232,45.66502463054187,98.96103896103897,39.73749594901156,81.26400756835938,93.75,25.217632293701172,38.88333511352539,93.43999481201172,19.079999923706055,8.0,58.15999984741211,13.739999771118164,73.74160461425781,43.17640151977539,38.17160129547119,39.72040214538574,70.44160385131836,53.20760269165039,59.74160232543945,42.65320167541504,46.30120277404785,46.696801567077635,44.73200225830078,50.32680244445801,42.394002532958986,44.52800178527832,60.96360321044922,63.28600311279297,44.49520206451416,30.469201278686523,46.97120208740235,52.43920364379883,63.88080368041992,43.47800254821777,47.59120254516601,39.55400199890137,49.40120277404785,70.21680145263672,41.324402046203616,41.28000259399414,58.43440246582031,51.80680332183838,51.301202392578126,66.10680313110352,49.43920211791992,51.70000305175781,41.59840235710144,56.63600234985351,61.85280303955078,50.6463921608069,24.744999885559082
FixResNet50,79.0,66.72999572753906,75.20999908447266,80.18000030517578,68.62037871956717,51.03697024346258,15.320000648498535,69.5979995727539,10.720000267028809,98.96527777777779,57.68472906403941,41.2807881773399,98.98701298701299,34.114723992654206,81.04000091552734,93.79000091552734,22.969600677490234,35.6966667175293,93.7699966430664,8.0,7.199999809265137,38.20000076293945,7.799999713897705,73.87320251464844,53.37680282592773,19.26520128250122,30.68560161590576,64.69360275268555,45.78960208892822,49.53520317077637,27.92960042953491,31.741601371765135,38.56600227355957,37.57640113830566,45.27440223693848,40.50840263366699,32.8512020111084,68.94720306396485,61.77360153198242,32.30760231018066,18.89080047607422,34.10720233917236,38.19760141372681,48.57240219116211,35.71680221557617,31.610001182556154,27.097201776504516,55.48080329895019,69.67480392456055,29.297201585769653,34.07840194702148,46.62960243225098,60.05000228881836,45.674001693725586,60.300804901123044,35.016801834106445,49.789201736450195,37.88280253410339,46.03920135498047,43.00000228881836,43.24920202279702,15.300000071525574
resnext101_64x4d,78.95600128173828,67.1500015258789,75.37999725341797,80.18000030517578,72.85843101893597,56.627592425608654,27.520000457763672,69.61800384521484,7.28000020980835,98.875,60.14778325123152,46.65024630541872,98.93506493506493,37.71200172842173,81.52000427246094,93.72999572753906,30.318931579589844,43.28000259399414,93.69999694824219,15.199999809265137,8.579999923706055,57.91999816894531,12.579999923706055,75.4592041015625,44.64040107727051,42.336001586914065,42.23080215454102,71.67880401611328,50.70920295715332,61.19960250854492,43.44120216369629,46.060001373291016,49.930401992797854,48.506401443481444,53.746802520751956,48.668802642822264,41.95400199890137,63.65120391845703,62.381204223632814,45.834801864624026,31.61520175933838,48.65240249633789,49.38400230407715,55.44240188598633,48.476402282714844,43.760402297973634,43.21640205383301,46.30080242156983,72.64240417480468,46.5468017578125,46.3056022644043,59.44240264892578,65.8640022277832,52.62600135803223,68.32720489501953,48.20400199890137,47.77920265197754,52.21200160980224,55.93080215454101,58.06280288696289,52.06046397380339,23.56999945640564
BiT-M-R50x3-nonfinetuned,78.95000457763672,67.47000122070312,75.95999908447266,80.40999603271484,76.46528403967538,66.36609558160504,12.452000617980957,69.04000091552734,28.626667022705078,99.24305555555556,,,,28.843037701199094,80.78400421142578,94.15999603271484,20.9613094329834,33.70000076293945,94.43999481201172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efficientnet-b2,78.89000701904297,66.87999725341797,75.70999908447266,80.30999755859375,70.96483318304779,56.53742110009017,28.23600196838379,69.8800048828125,8.706666946411133,98.99305555555556,59.60591133004927,46.748768472906406,98.95238095238095,39.786107810305715,81.7280044555664,93.4000015258789,26.170686721801758,39.46333312988281,93.31999969482422,35.380001068115234,7.21999979019165,71.23999786376953,21.68000030517578,73.9352035522461,44.20440139770508,40.87720146179199,36.661201858520506,69.22880477905274,53.01480216979981,59.78600311279297,39.064801406860354,41.33040218353271,49.49400291442871,47.77520179748535,46.86920166015625,42.94480323791504,38.58480224609375,64.89480285644531,65.85120315551758,49.519203186035156,28.12720184326172,45.07800178527832,47.372802352905275,61.71880340576172,45.22000274658203,44.119602584838866,39.403602600097656,47.82760238647461,69.7904037475586,41.777601432800296,37.87440223693848,64.83800430297852,48.798401546478274,53.18320236206055,64.61360321044921,43.252401733398436,53.40280303955078,39.438402795791625,56.897203063964845,57.23960189819336,50.054505151357404,33.87999975681305
wide_resnet101_2,78.84600067138672,66.3499984741211,75.73999786376953,80.3699951171875,71.5058611361587,55.27502254283137,24.200000762939453,69.62000274658203,7.386666774749756,99.05555555555556,61.13300492610837,46.40394088669951,99.03896103896103,39.678081451874256,80.60800170898438,93.72999572753906,28.106271743774414,40.356666564941406,93.72000122070312,20.31999969482422,8.179999351501465,59.619998931884766,12.799999237060547,72.82320556640624,44.23720207214355,38.20520191192627,36.22560195922851,68.49840393066407,49.664802169799806,58.380402374267575,42.15120239257813,44.53320236206055,41.15640144348144,41.06720085144043,46.824802017211915,41.520003128051755,41.52800178527832,56.86000289916992,60.086402893066406,37.27880153656006,30.9516019821167,44.21040267944336,49.17160263061523,56.62880096435547,38.4028018951416,45.21960258483887,38.78480129241943,46.72640209197998,68.53800354003906,41.38920269012451,40.291601943969724,55.7632022857666,49.8368013381958,47.69280166625977,63.06280288696289,49.5832015991211,50.34760093688965,41.174802207946776,52.17560234069824,55.022402954101565,48.200894546508785,25.22999930381775
xception,78.82000732421875,67.23999786376953,76.50999450683594,80.81999969482422,72.58791704238052,55.906221821460775,26.54400062561035,72.07400512695312,9.146666526794434,98.95833333333334,63.15270935960591,47.58620689655172,98.89177489177489,40.73133844658096,81.60000610351562,93.43999481201172,29.957359313964844,40.996665954589844,93.6199951171875,22.479999542236328,6.390000343322754,62.52000045776367,13.880000114440918,76.0592041015625,49.300402069091795,34.1968017578125,36.55960197448731,70.74640197753907,51.804002952575686,57.15080184936524,37.38440208435058,40.16440124511719,52.91640357971191,51.55520324707031,50.472801971435544,47.518802642822266,36.081201171875,71.03920516967773,67.7244041442871,49.61920318603516,24.846801471710204,43.363202285766604,44.33080139160156,68.98400344848633,44.59640274047852,41.49440231323242,36.796401786804196,52.23960380554199,75.18160400390624,39.54720191955566,40.87600212097168,61.80320434570312,69.61840362548828,58.125203704833986,68.21000366210937,45.83240242004395,52.85760231018067,53.87680282592773,53.87480239868164,61.03160400390625,51.702505319546425,26.317500114440918
efficientnet-b1-autoaug,78.71600341796875,66.98999786376953,75.38999938964844,80.68999481201172,70.33363390441839,58.07033363390441,30.66600227355957,71.75200653076172,8.40000057220459,98.9375,59.6551724137931,47.389162561576356,98.94372294372295,38.40877174030464,80.656005859375,93.70999908447266,30.430938720703125,41.856666564941406,93.75999450683594,30.65999984741211,6.359999656677246,70.08000183105469,15.65999984741211,75.45480346679688,42.172401428222656,43.684400939941405,39.99360237121582,70.53080291748047,49.018402099609375,61.85440368652344,39.79800109863281,42.22280101776123,51.24040260314941,51.17040328979492,51.23720283508301,44.283203125,37.084401321411136,61.47200317382813,65.87600402832031,53.9280029296875,26.527201175689697,51.25680351257324,45.29120140075683,61.0280029296875,48.329202270507814,43.3444019317627,41.30600280761719,45.98480339050293,74.08760375976563,42.48640308380127,39.109201431274414,64.8208023071289,52.79120235443115,59.7316032409668,69.08320465087891,39.178401947021484,49.784402465820314,42.809201908111575,57.12280349731445,58.717603302001955,51.185366782163946,30.690000295639038
se_resnet152,78.65800476074219,67.43999481201172,75.98999786376953,80.80999755859375,72.67808836789901,55.635707844905326,27.02800178527832,68.11600494384766,9.346667289733887,98.90972222222221,58.81773399014778,44.827586206896555,98.8051948051948,38.20892297720644,81.52000427246094,93.38999938964844,26.671777725219727,40.046669006347656,93.41999816894531,25.03999900817871,8.559999465942383,63.63999938964844,16.440000534057617,73.39000396728515,45.74400253295899,39.52320175170898,40.72440147399902,70.39600219726563,56.12120323181152,58.2884033203125,42.73880157470703,46.284001159667966,47.787602233886716,46.515602111816406,49.48320121765137,40.957201385498045,43.86560249328613,57.69520263671875,60.464002227783205,44.318402481079104,33.89680118560791,49.688803100585936,54.38160247802735,59.92000198364258,42.86360206604004,47.86360397338867,42.125601577758786,51.16240196228027,68.26680145263671,43.289601707458495,42.7916015625,57.84480285644531,51.890402221679686,52.78800277709961,65.65240478515625,50.0744026184082,53.53960266113281,42.94200191497803,56.40160140991211,59.76280288696289,50.9381356899555,28.419999599456787
resnet50_cutmix,78.60000610351562,65.81999969482422,74.95999908447266,79.43000030517578,72.31740306582508,53.20108205590623,18.947999954223633,68.6259994506836,7.253333568572998,99.02777777777779,61.13300492610837,45.960591133004925,98.92640692640693,38.06848871124554,80.19200134277344,93.0,23.745800018310547,34.833335876464844,93.36000061035156,24.718000411987305,11.392000198364258,49.954002380371094,19.779998779296875,73.56120452880859,40.80000190734863,29.432802200317383,33.48480224609375,68.56520309448243,43.73040218353272,54.931603240966794,36.866401481628415,40.19760150909424,38.92400178909302,36.756801223754884,49.03440208435059,39.496002197265625,37.77960205078125,63.61920394897461,52.936802291870116,31.78160104751587,24.790401268005372,39.601202392578124,43.9412015914917,28.866001319885253,38.890402221679686,38.670000839233396,33.83160171508789,44.97400245666504,69.66800231933594,36.412401580810545,38.28960189819336,52.32640266418457,61.25760269165039,42.9184024810791,64.30640411376953,44.89000244140625,41.84360275268555,44.76960220336914,48.9772029876709,44.454002380371094,44.6961662243574,26.461000442504883
efficientnet-b1-advprop-autoaug,78.53600311279297,66.61000061035156,75.47999572753906,80.3499984741211,72.49774571686204,60.77547339945897,32.62200164794922,72.13800048828125,8.973333358764648,98.98611111111111,60.0,48.07881773399015,98.93506493506493,38.20892297720644,80.1760025024414,93.13999938964844,30.84556770324707,43.19333267211914,93.38999938964844,55.439998626708984,11.9399995803833,75.72000122070312,43.07999801635742,75.58720397949219,45.28120231628418,45.92160186767578,42.16640129089355,71.73800201416016,53.62880249023438,65.04480361938477,41.22800178527832,43.826402282714845,55.546002578735354,55.114402770996094,50.1496021270752,48.10320281982422,41.564401626586914,58.32200317382812,68.58880310058593,54.10040168762207,33.58280162811279,55.80920257568359,49.70920295715332,61.59040222167969,49.76560287475586,47.87720222473145,46.86920280456543,49.72640266418457,74.87520294189453,47.556802368164064,43.220802307128906,64.56120300292969,53.56800231933594,62.79760208129883,70.84880294799805,44.08920249938965,54.42920150756836,45.32840242385864,57.9052017211914,59.39800186157227,53.69691516925128,46.54499936103821
