model,arch,val_dataset_size,val_subsampled_class_1_8_dataset_size,imagenetv2-matched-frequency_dataset_size,imagenetv2-matched-frequency-format-val_dataset_size,imagenetv2-matched-frequency-format-val_subsampled_class_1_8_dataset_size,imagenetv2-threshold-0.7-format-val_dataset_size,imagenetv2-threshold0.7_dataset_size,imagenetv2-top-images-format-val_dataset_size,imagenetv2-topimages_dataset_size,imagenet-vid-robust_pm0_dataset_size,imagenet-vid-robust_pm10_dataset_size,stylized_imagenet_dataset_size,greyscale_dataset_size,imagenet-a_dataset_size,val-on-vid-robust-classes_dataset_size,ytbb-robust_pm0_dataset_size,ytbb-robust_pm10_dataset_size,val-on-ytbb-robust-classes_dataset_size,objectnet-1.0-beta_dataset_size,val-on-objectnet-classes_dataset_size,val-on-imagenet-a-classes_dataset_size,val-on-openimages-classes_dataset_size,openimages_test_ilsvrc_subset_dataset_size,imagenet-sketch_dataset_size,imagenet-r_dataset_size,val-on-imagenet-r-classes_dataset_size,pgd.linf.eps0.5_dataset_size,pgd.linf.eps2_dataset_size,pgd.l2.eps0.1_dataset_size,pgd.l2.eps0.5_dataset_size,brightness_in-memory_dataset_size,defocus_blur_in-memory_dataset_size,impulse_noise_on-disk_dataset_size,snow_on-disk_dataset_size,brightness_on-disk_dataset_size,elastic_transform_in-memory_dataset_size,jpeg_compression_on-disk_dataset_size,defocus_blur_on-disk_dataset_size,gaussian_blur_on-disk_dataset_size,gaussian_noise_in-memory_dataset_size,shot_noise_in-memory_dataset_size,fog_on-disk_dataset_size,frost_in-memory_dataset_size,zoom_blur_on-disk_dataset_size,fog_in-memory_dataset_size,jpeg_compression_in-memory_dataset_size,impulse_noise_in-memory_dataset_size,glass_blur_on-disk_dataset_size,speckle_noise_on-disk_dataset_size,elastic_transform_on-disk_dataset_size,pixelate_in-memory_dataset_size,snow_in-memory_dataset_size,motion_blur_on-disk_dataset_size,shot_noise_on-disk_dataset_size,gaussian_blur_in-memory_dataset_size,saturate_in-memory_dataset_size,gaussian_noise_on-disk_dataset_size,frost_on-disk_dataset_size,spatter_in-memory_dataset_size,contrast_in-memory_dataset_size,speckle_noise_in-memory_dataset_size,saturate_on-disk_dataset_size,zoom_blur_in-memory_dataset_size,motion_blur_in-memory_dataset_size,contrast_on-disk_dataset_size,spatter_on-disk_dataset_size,pixelate_on-disk_dataset_size,avg_corruptions_dataset_size,avg_pgd_dataset_size
resnext101_32x4d,resnext101_32x4d,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet101_lpf3,resnet101,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet101_lpf5,resnet101,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
efficientnet-b1,efficientnet-b1,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
vit_small_patch16_224,vit_small_patch16_224,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet101_lpf2,resnet101,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
se_resnet50,se_resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnext50_32x4d,resnext50_32x4d,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet50_augmix,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet50_mixup,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
fbresnet152,fbresnet152,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet101,resnet101,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,50000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
inceptionv3,inceptionv3,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
densenet161,densenet161,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
efficientnet-b0-advprop-autoaug,efficientnet-b0,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet50_cutout,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
FixResNet50_no_adaptation,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
dpn68b,dpn68b,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_lpf5,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
densenet201,densenet201,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
efficientnet-b0-autoaug,efficientnet-b0,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet50_lpf3,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_lpf2,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_trained_on_SIN_and_IN_then_finetuned_on_IN,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_deepaugment,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
efficientnet-b0,efficientnet-b0,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet50-vtab-rotation,N/A,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,,,,,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,
BiT-M-R101x1-nonfinetuned,BiT-M-R101x1,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafferesnet101,cafferesnet101,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet152-imagenet11k,resnet152,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_aws_baseline,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_imagenet_100percent_batch64_original_images,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
dpn68,dpn68,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_deepaugment_augmix,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50-randomized_smoothing_noise_0.00,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,5000.0,50000.0,50000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0
densenet169,densenet169,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
resnet50-vtab,N/A,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,,,,,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,
resnet50_with_brightness_aws,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
resnet50_with_spatter_aws,resnet50,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
densenet121_lpf3,densenet121,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
densenet121_lpf5,densenet121,50000,6250,10000,10000,1250,10000,10000,10000,10000,1109,1109,50000,50000,7500,14400,2530,2530,11550,18514,6250,10000,20700,23104,50000,30000,10000,5000.0,5000.0,5000.0,5000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5000.0
